DateTime,PhoneAccelerometerX,PhoneAccelerometerY,PhoneAccelerometerZ,Distracted
06/01/202101:23:08.100,-0.56451416015625,0.213226318359375,-0.80291748046875,0.0
06/01/202101:23:08.108,-0.564422607421875,0.2134246826171875,-0.8049468994140625,0.0
06/01/202101:23:08.118,-0.5649871826171875,0.213653564453125,-0.803253173828125,0.0
06/01/202101:23:08.128,-0.5659637451171875,0.21380615234375,-0.8023223876953125,0.0
06/01/202101:23:08.138,-0.5657196044921875,0.2137603759765625,-0.802154541015625,0.0
06/01/202101:23:08.162,-0.565399169921875,0.2147979736328125,-0.8029632568359375,0.0
06/01/202101:23:08.167,-0.5653228759765625,0.2142333984375,-0.8040618896484375,0.0
06/01/202101:23:08.178,-0.5647430419921875,0.214019775390625,-0.8036956787109375,0.0
06/01/202101:23:08.187,-0.56512451171875,0.2140045166015625,-0.80291748046875,0.0
06/01/202101:23:08.197,-0.56439208984375,0.2115020751953125,-0.8015289306640625,0.0
06/01/202101:23:08.223,-0.56427001953125,0.2113800048828125,-0.801422119140625,0.0
06/01/202101:23:08.224,-0.564544677734375,0.2103729248046875,-0.80291748046875,0.0
06/01/202101:23:08.227,-0.5645751953125,0.20831298828125,-0.80389404296875,0.0
06/01/202101:23:08.238,-0.5646514892578125,0.209228515625,-0.803863525390625,0.0
06/01/202101:23:08.247,-0.565826416015625,0.21002197265625,-0.8042755126953125,0.0
06/01/202101:23:08.257,-0.565399169921875,0.2106475830078125,-0.802337646484375,0.0
06/01/202101:23:08.282,-0.565460205078125,0.2110595703125,-0.8026885986328125,0.0
06/01/202101:23:08.288,-0.5634307861328125,0.2117919921875,-0.8024749755859375,0.0
06/01/202101:23:08.297,-0.5641021728515625,0.2099609375,-0.803985595703125,0.0
06/01/202101:23:08.307,-0.5654296875,0.209564208984375,-0.802520751953125,0.0
06/01/202101:23:08.318,-0.567962646484375,0.209930419921875,-0.8023834228515625,0.0
06/01/202101:23:08.342,-0.5687255859375,0.2104034423828125,-0.8019561767578125,0.0
06/01/202101:23:08.347,-0.5661468505859375,0.212921142578125,-0.8014984130859375,0.0
06/01/202101:23:08.357,-0.5654296875,0.2123565673828125,-0.8025054931640625,0.0
06/01/202101:23:08.368,-0.5643463134765625,0.2127685546875,-0.801239013671875,0.0
06/01/202101:23:08.377,-0.5640869140625,0.2113189697265625,-0.80230712890625,0.0
06/01/202101:23:08.406,-0.5640869140625,0.2110443115234375,-0.8039398193359375,0.0
06/01/202101:23:08.407,-0.5628814697265625,0.2123565673828125,-0.8062286376953125,0.0
06/01/202101:23:08.418,-0.5625457763671875,0.2128143310546875,-0.8052520751953125,0.0
06/01/202101:23:08.427,-0.561767578125,0.2135162353515625,-0.805419921875,0.0
06/01/202101:23:08.437,-0.5616302490234375,0.2137908935546875,-0.8037567138671875,0.0
06/01/202101:23:08.459,-0.56170654296875,0.213775634765625,-0.8040924072265625,0.0
